RCR;ARK;geo;Services proposés;catalogue_url_ligne;nomrue;commune;codepostal;nometabaff;nometablissement;nomtutelle;Type d'établissement;Code type d'établissement;Heures d'ouverture;Fermeture annuelle;notecondaccess;noteaccessetab;Conditions d'accès;Code Conditions d'accès;Télécopie;Site web;Téléphone;Description des collections;Volumétrie
751015205;;48.8669803, 2.3257433;prêt à domicile,prêt entre bibliothèques,réservation de documents,autre service;;13 rue Cambon;Paris;75001;;France;FRANCE (COUR DES COMPTES. DIRECTION DE LA DOCUMENTATION ET DES ARCHIVES);Bibliothèque ou centre de documentation spécialisé;3;Lundi au vendredi: 9h-12h30, 14h-17h30;;aux magistrats de la Cour et aux personnes autorisées;;Accès réservé;R;;https://www.ccomptes.fr/fr;01 42 98 97 12;;
751155402;;48.8404358, 2.3106507;consultation sur place,reproduction,prêt entre bibliothèques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,bibliothèque numérique,autre service;https://cadic.pasteur.fr;28, rue du Docteur Roux;Paris;75724;;Institut Pasteur (Paris);"[""INSTITUT PASTEUR (PARIS)"", ""POLE ASSOCIE BNF""]";Bibliothèque ou centre de documentation spécialisé;3;La salle de lecture de la bibliothèque est ouverte du lundi au vendredi de 10h à 18h.  Pour y accéder, se présenter à l'accueil de l'Institut Pasteur au 25 rue du Docteur Roux Paris 15e, voir le détail sur https://www.pasteur.fr/fr/ceris/bibliotheque/informations-pratiques#conditions-daccs;Fermeture de la salle de lecture du jeudi 1er août au vendredi 23 août 2019. Durant cette période, la bibliothèque reste joignable par téléphone du lundi au vendredi de 10h à 18h au 01 45 68 82 80 et par email : bibliotheque@pasteur.fr;étudiants en biologie et pharmacie à partir de la 4e année, étudiants en médecine à partir du DCEM4 (6e année), chercheurs et médecins, bibliothécaires et documentalistes. Accès payant;;Accès réservé;R;01.40.61.30.48;http://hal-pasteur.archives-ouvertes.fr;01.45.68.82.80;Partenaire de la BnF et de l’O.M.S., la Médiathèque scientifique de l’Institut Pasteur est l’une des premières de France spécialisée dans les domaines de la microbiologie, de la virologie, de l’immunologie, de la biologie moléculaire et de la biochimie.  Elle propose des ouvrages récents et anciens, des périodiques et des ouvrages en ligne ainsi que l’accès à des bases de données.;"Volumétrie globale : 250 000 notices
Monographies : 30 000"
751055303;;48.8493933, 2.3560922;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,renseignements bibliographiques,élaboration de bibliographies,accès bases de données externes,bibliothèque numérique,accès internet,accès internet via ordinateur personnel,service « Questions-réponses à distance »,autre service;;Place Mohammed V;Paris;75236;BIMA;Institut du monde arabe. Bibliothèque, Paris;FRANCE. MINISTERE DES AFFAIRES ETRANGERES;Bibliothèque ou centre de documentation spécialisé;3;"du mardi au dimanche : 13h-19h ; horaires d'été : 13h-18h";lundi;Accès libre et gratuit;;Tous publics;T;01.40.51.38.99;http://bima-catalogue.imarabe.org;01.40.51.38.32;"La bibliothèque de l’Institut du monde arabe présente, à travers ses collections encyclopédiques et multilingues, la culture et la civilisation arabe.
Collections couvrant surtout la période postérieure à 1982 et au-delà par des acquisitions rétrospectives.

Les fonds spéciaux :
Le fonds Ninard :  fonds documentaire sur le Maroc qui porte le nom de son donateur, le docteur Bernard Ninard, médecin et proche du roi Mohamed V. Le fonds Ninard regroupe 2522 titres, soit plus de 2650 volumes, principalement sur la période du protectorat (1912-1956 ), mais aussi :
- des ouvrages du 17e et 18e siècles
- des ouvrages en ethnologie, histoire, littérature…
- 26 titres de périodiques 
- des cartes, planches, dessins, photos

Le fonds Sayyid 
Composé de 1880 titres en arabe, le fonds Sayyid regroupe les grands textes de la culture arabe classique et contemporaine dans les domaines de la religion, la philosophie, la littérature, l’histoire ainsi que des catalogues de manuscrits.";"Monographies : 85 000 documents essentiellement en français et en arabe, mais aussi en anglais, allemand, espagnol et italien dont 1600 ouvrages rares ou précieux, 260 cartes et plans,  200 micro-documents (microfiches et microfilms), des cédéroms bibliographiques ou spécialisés sur le monde arabe.

Périodiques : une collection  riche de 1455 titres avec pour particularité sa diversité géographique linguistique et thématique.
347 titres en cours, 408 titres en accès libre dans la tour des livres.

Base encyclopédique et multilingue d’articles de périodiques dépouillés et indexés: 32000 références sur le monde arabe et les communautés arabes vivant en dehors du monde arabe."
774682306;/06871/00213774;48.842788, 2.587384;consultation sur place,reproduction,prêt entre bibliothèques,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes;http://madis-externe.ifsttar.fr;14-20, boulevard Newton;Marne-la-Vallée;77447;Ifsttar;Institut français des sciences et technologies, des transports, de l’aménagement et des réseaux. Service documentation scientifique et technique;"[""FRANCE (MINISTERE DE L’ECOLOGIE, DU DEVELOPPEMENT DURABLE ET DE L'ENERGIE)"", ""FRANCE (MINISTERE DE L’ENSEIGNEMENT SUPERIEUR ET DE LA RECHERCHE)""]";Autres;12;Du lundi au vendredi de 10h à 16h. Ces horaires sont susceptibles de modifications selon l’organisation du service local.;du 24 au 31 décembre;Sur rendez-vous uniquement pour les personnels extérieurs à l’Ifsttar, ouvert pour les établissements partenaires ayant signé une convention d’accès et de prêt inter-bibliothèque avec l’Ifsttar.;;;;;http://www.ifsttar.fr/ressources-en-ligne/colonne-1/nos-politiques-de-diffusion-de-connaissances/documentation-scientifique-et-technique/;"01 81 66 55 11 ; 01 81 66 82 14";;
920446201;/06871/0027189;48.8894678, 2.2906427;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne;http://mediatheque.ville-levallois.fr/EXPLOITATION/Default/accueil-ermes.aspx;11 rue Jean-Jaurès;Levallois Perret;92300;;Médiathèque Gustave-Eiffel;;Bibliothèque médiathèque municipale ou intercommunale;1;"Lundi : 13h à 19h
Mardi de 13h à 19h
Mercredi de 10h à 12h 30 et 14h à 18h
Jeudi de 13h à 19h
Vendredi de 13h à 19h
Samedi de 10h à 12h 30 et 14h à 18h
Dimanche : 14h30 à 18h30
pour La Médiathèque Albert-Camus 
idem sauf:
Lundi : Fermeture
Dimanche : Fermeture";;;;Tous publics;T;01.47.37.56.42;http://mediatheque.ville-levallois.fr/EXPLOITATION/Default/accueil-ermes.aspx;01.47.15.76.37;"Collection encyclopédique de lecture publique : vaste choix de romans et de documentaires,  nouveautés de l'actualité littéraire,  bandes dessinées, dictionnaires et encyclopédies,  disques compacts, DVD et CD-ROM 

Fonds spécialisés : théâtre, biographies";"Monographies (125 000); Périodiques (32 000); Images animées (4 000); Enregistrements sonores (6 000 CD et 3 500 K7)"
955856401;/06871/0027413;48.9766605, 2.3763357;consultation sur place,prêt à domicile,catalogue en ligne;http://bibliotheques.agglo-valdefrance.fr;37, boulevard Henri Bergson;Sarcelles;95200;;Bibliothèque intercommunale  Anna-Langfus. Sarcelles;;Bibliothèque médiathèque municipale ou intercommunale;1;"mardi, jeudi et vendredi : 15h-18h
mercredi et samedi : 10h-18h";;;"Pendant les vacances scolaires hors juillet-août :
mardi, vendredi : 13h-18h
mercredi, samedi : 10h-18h";Tous publics;T;;http://www.sarcelles.fr/heading/heading514.html;01.39.93.27.80;Collection encyclopédique et multimédia de lecture publique;"Espace Musique :  7 000 CD couvrant l’ensemble des genres musicaux (de la chanson française à la musique techno en passant par l’opéra, le jazz et les musiques de films), mais aussi les disques de bruitages ou sur les différents instruments de musique. 
Collection de textes enregistrés pour les enfants (contes, histoires, etc) et pour les adultes (romans, documentaires), ainsi que les méthodes de langues. Les livres consacrés à la musique spécialisée (environ 20 titres) complètent la collection de documents sonores. 

Espace Adultes : 66 000 livres, des œuvres de fiction (romans, poésie, théâtre), des documentaires couvrant tous les domaines de la connaissance, des livres en gros caractères pour les personnes ayant des problèmes de vue, des BD ainsi qu’un éventail de magazines (environ 110 titres).
Salle réservée au travail sur place (30 places), on y trouve les encyclopédies, les dictionnaires et une collection très complète de périodiques.

Espace Jeunesse : 
3 500 livres, albums, romans, contes, BD, tous les genres sont représentés.
La presse réservée à la jeunesse (30 titres) vient compléter le fonds."
751165301;/06871/0029975;48.8669783, 2.2948137;prêt à domicile;;23, avenue d'Iéna;Paris;75016;;Syndicat national des fabricants de sucre.  Centre de Documentation;;Bibliothèque ou centre de documentation spécialisé;3;Lundi au vendredi : 9h-12h, 14h-18h;Se renseigner;Membres du syndicat;;Accès réservé;R;0140.70.10.79;;01.49.52.66.66;;
751102101;/06871/0027844;48.87609, 2.361617;prêt à domicile,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes;;10 avenue de Verdun;Paris;75010;"[""Bibliothèque de l'Université Paris Diderot - Paris 7. UFR de médecine - site Villemin"", ""Bibliothèque de l'Université Paris Diderot - Paris 7. Section Lariboisière Saint-Louis""]";Université Paris Diderot - Paris 7. Service commun de la documentation * Villemin;UNIVERSITE PARIS DIDEROT - PARIS 7;Bibliothèque ou institut universitaire;2;Lundi de 10 h 30 à 22 h * Du mardi au vendredi : 9 h - 22h * samedi : 10 h - 20 h. Horaires réduits en juillet : consulter le site web;Vacances de Noël : 1 semaine - Vacances été 2018 : du 27 juillet au soir au 27 août matin;Etudiants et enseignants Paris 7, lecteurs autorisés;;Accès réservé;R;01 57 27 86 43;http://bibliotheque.univ-paris-diderot.fr/villemin;01 57 27 86 42 (secrétariat);;
751052134;;48.848903, 2.343067;consultation sur place,reproduction,réservation de documents,catalogue en ligne,accès bases de données externes;http://catalogue.univ-paris1.fr;17, rue de la Sorbonne,;Paris;75231;"[""Bibliothèque de l'IRBIMMA"", ""Bibliothèque de l'Institut de recherches sur Byzance, l'Islam et la Méditerranée au Moyen Age (Paris)""]";Institut de recherches sur Byzance, l'Islam et la Méditerranée au Moyen Age. Bibliothèque;UNIVERSITE PANTHEON-SORBONNE (PARIS);Bibliothèque ou institut universitaire;2;"le lundi de 10h à 17h ; du mardi au  vendredi de 13h30 à 17h";Durant les vacances universitaires, permanences en juillet et septembre;aux chercheurs et enseignants-chercheurs, aux doctorants et aux étudiants à partir de L3  (avec lettre d'introduction de leur enseignant);;Accès réservé;R;01.40.46.31.52;https://www.univ-paris1.fr/bibliotheque/bibliotheques-dhistoire/institut-de-recherches-sur-byzance-lislam-et-la-mediterranee-au-moyen-age-irbimma/;01.40.46.28.45;11 000 ouvrages;
940436201;/06871/0027170;48.8125976, 2.361918;consultation sur place,prêt à domicile,réservation de documents,catalogue en ligne,accès internet,accès internet via ordinateur personnel;http://lecho.kremlinbicetre.fr/medias/;53, avenue de Fontainebleau;Le Kremlin Bicêtre;94270;;Médiathèque L'Echo;;Bibliothèque médiathèque municipale ou intercommunale;1;"mardi, jeudi, vendredi : 12h-19h
mercredi : 10h-19h
samedi : 10h-18h";;;;Tous publics;T;;http://lecho.kremlinbicetre.fr/medias/;01 49 60 15 25;Collection encyclopédique et multimédia de lecture publique;Mise à disposition de supports très complets, des livres papier, des livres lus, des DVD, des bornes d’écoute pour la musique, des téléviseurs et ordinateurs.
953136201;/06871/0027159;49.1104085, 2.2253271;consultation sur place,prêt à domicile,reproduction,élaboration de bibliographies,catalogue en ligne,accès internet,accueil petite enfance - Heure du conte,ateliers enfants/adultes;http://www.bibliotheque.ville-isle-adam.fr/;44, avenue de Paris;L'Isle Adam;95290;;Bibliothèque Georges Duhamel;;Bibliothèque médiathèque municipale ou intercommunale;1;"mardi, mercredi, jeudi : 10h-12h et 14h-18h
vendredi : 10h-18h
samedi 12h-18h";;;;Tous publics;T;;http://www.bibliotheque.ville-isle-adam.fr/;01.34.69.07.80;Collection encyclopédique et multimédia de lecture publique;"Monographies (27 000)
Périodiques (59)"
751052214;/06871/0028517;48.8400794, 2.3542131;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,élaboration de bibliographies,catalogue en ligne,autre service;http://aristarque.scd.univ-paris3.fr/ALEPH;13, rue de Santeuil;Paris;75231;Bibliothèque de l'Orient et du monde arabe*Bibliothèque Orient - Monde arabe;Université de la Sorbonne nouvelle. Service commun de la documentation. Bibliothèque de l'Orient et du monde arabe;UNIVERSITE DE LA SORBONNE NOUVELLE, PARIS;Bibliothèque ou institut universitaire;2;Lundi au vendredi 9h30-19h;Congés universitaires;Tous publics,;;Tous publics;T;01 45 87 42 63;http://www.scd.univ-paris3.fr;01 45 87 79 65;"Collection sur le monde arabo-musulman (civilisation, littérature, arts, sciences sociales...) couvrant la période anté-islamique, islamique et contemporaine.
Environ 13000 ouvrages, 1200 thèses et mémoires, 600 titres de périodiques dont 114 abonnements en cours, 250 dossiers documantaires (couvrant la période 1954-1992), 250 000 coupures de presse classées par pays (couvrant la période 1954-1987).
 -";"Monographies (13000); Recueils; Périodiques (600); Thèses (1200)"
920506201;/06871/0027287;48.8918696, 2.2064914;consultation sur place,prêt à domicile,catalogue en ligne;http://www.mediatheques.nanterre.fr/OPACWebAloes/index.aspx;5 Place de l'Hôtel de Ville;Nanterre;92000;;Médiathèque Pierre et Marie Curie;;Bibliothèque médiathèque municipale ou intercommunale;1;"Horaires d'ouvertures pour le secteur adulte
Mardi et vendredi 14h - 19h
Mercredi et samedi 10h - 18h
Jeudi 14h - 18h

Horaires d'ouvertures pour le secteur jeunesse
Mardi et vendredi 16h - 19h
Mercredi et samedi 10h - 18h
Jeudi 16h - 18h";;;;Tous publics;T;01.47.29.54.59;http://www.mediatheques.nanterre.fr/OPACWebAloes/index.aspx;01.47.29.51.57;"Collection encyclopédique de lecture publique : livres, revues, bandes-dessinées, mangas,  vidéos/DVD, CD-Rom, méthodes de langues,  textes enregistrés, CD audio pour enfants, soit plus de 120 000 documents.

Fonds pour personnes aveugles et mal voyantes : livres en gros caractères, documents sonores et textes numériques.";Volumétrie globale : 120 000 documents
751162302;/06871/0028983;48.861706, 2.2891164;consultation sur place,prêt à domicile,reproduction,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,catalogue en ligne,accès bases de données externes,autre service,PEB international : photocopies,PEB international : prêt;http://bibliotheques.mnhn.fr/medias;Palais de Chaillot;Paris;75116;Bibliothèque Yvonne Oddon;Musée de l'homme. Bibliothèque spécialisée;MUSEUM NATIONAL D'HISTOIRE NATURELLE (PARIS);Musée;8;Lundi à vendredi de 10h à 18h;Se renseigner;Tous publics, sur justification de recherche;;Tous publics;T;;http://bibliotheques.mnhn.fr;01.44.05.73.81;"La bibliothèque dispose d’un fonds documentaire important en préhistoire, discipline dans laquelle l’établissement est CADIST. La bibliothèque désignée ""Centre d’acquisition et de diffusion de l’information scientifique et technique"" est la bibliothèque de référence au plan national dans la discipline considérée. La société préhistorique française y dépose les ouvrages et revues qu’elle reçoit.
 
Les collections documentaires en anthropologie biologique sont très liées aux collections scientifiques du Musée de l’Homme et se développent aujourd’hui autour de l’anthropologie génétique. La bibliothèque est dépositaire de nombreux documents provenant de la société d’anthropologie de Paris.
 
La troisième thématique majeure, l’ethnobiologie ou les relations de l’homme à son environnement, est issue de l’ancienne bibliothèque d’ethnobiologie du site du Jardin des Plantes qui a intégré la bibliothèque Yvonne Oddon.
 
La bibliothèque présente aussi des documents dans les disciplines connexes : archéologie, biologie, géologie, ethnologie, etc.";"• 30 000 ouvrages, 700 revues et 30 000 tirés-à-part
• En libre accès, 11 000 ouvrages et les dernières années d’une centaine de revues
• En accès distant, 12 000 documents électroniques"
930792102;/06871/0027908;48.957875, 2.340658;consultation sur place,prêt à domicile,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,PEB international : photocopies,PEB international : prêt;http://sigb.univ-paris13.fr/ABNOPAC/abnetcl.cgi;99, Avenue Jean-Baptiste Clément;Villetaneuse;93430;Bibliothèque de l'Université Paris 13. Section Sciences;Université Paris 13. Bibliothèque universitaire * Section Sciences;UNIVERSITE PARIS 13;Bibliothèque ou institut universitaire;2;"Lundi, mercredi, jeudi, vendredi : 9h00-18h00 ; mardi : 11h00-18h00 pour une information actualisée, consulter le site web de la bibliothèque)";D'une manière générale, la bibliothèque est fermée pendant la période des fêtes de fin d'année, les jours fériés et l'été;"Tous publics ;. priorité donnée aux étudiants, enseignants, chercheurs de Paris 13 et Paris 8";;Tous publics;T;01.49.40.31.03;http://www.univ-paris13.fr/bu;"01.49.40.39.96 ; 01.49.40.28.54 (PEB)";"Collection pluridisciplinaire en sciences
 -";
912326301;/06871/00210676;48.4777647, 2.3471248;;;Allée Jean Moulin;La Ferté Alais;91590;;Médiathèque départementale Lazare Carnot;;Bibliothèque départementale de prêt;4;"Mardi de 15h à  18h30
Mercredi de 10h à  18h
Vendredi de 14h à  18h
Samedi de 10h à  12h
et 14h à  17h";;;;Tous publics;T;01 64 57 49 55;http://www.essonne.fr/culture-sports-loisirs/lieux-culturels/mediatheque-departementale-de-la-ferte-alais/;01.64.98.66.39;Collection encyclopédique et multimédia de lecture publique;"La Médiathèque départementale  offre un vaste panorama de toutes les publications afin que chacun puisse accéder à  ce qu'il souhaite : romans, documentaires, revues, CD audio, DVD documentaires et de fiction.
Plus de 100 000 titres, tous supports confondus sont à  la disposition gratuite du public."
940432101;/06871/0027911;48.810417, 2.3501117;prêt à domicile,prêt entre bibliothèques,réservation de documents,élaboration de bibliographies,catalogue en ligne,accès bases de données externes,autre service;http://opac.u-psud.fr/lorutf8_pro;63, Rue Gabriel Péri;Le Kremlin Bicêtre;94276;"[""Université de Paris 11. Section Médecine"", ""Université de Paris XI. Section Médecine""]";Université de Paris-Sud. Service Commun de la Documentation * Section Médecine;UNIVERSITE DE PARIS-SUD;Bibliothèque ou institut universitaire;2;"Du lundi au jeudi de 9h à 22h30 ; le vendredi de 9h à 20h.";Une semaine à Noël. Le mois d'août.;;;Tous publics;T;01.49.59.67.78;http://www.u-psud.fr/fr/biblio/bu/bibliotheque_universitaire_medecine.html;01.49.59.67.80;;
930015401;;48.9122664, 2.3731037;prêt entre bibliothèques,réservation de documents;;39 quai Lucien Lefranc;Aubervilliers;93303;;Saint-Gobain Research Paris. Veille Technologique, Information et Communication;SAINT-GOBAIN;Bibliothèque ou centre de documentation spécialisé;3;non communiquées;sans;personnel de la Société et étudiants sur rendez-vous;;Accès réservé;R;01.48.39.58.78;;01.48.39.59.46;;
751055113;/06871/00211586;48.8543897, 2.328284;consultation sur place,prêt entre bibliothèques,réservation de documents,renseignements bibliographiques,accès bases de données externes,autre service;;28 rue Saint-Guillaume;Paris;75007;Université Paris 2 - Bibliothèque du Centre de droit européen;Université Panthéon-Assas. Centre de droit européen * Bibliothèque;UNIVERSITE PANTHEON-ASSAS (PARIS);Bibliothèque ou institut universitaire;2;du lundi au vendredi, de 10-18h;vacances de Noël, de printemps, mois d'août;Tous publics,;;Tous publics;T;01.44.41.55.24;;01.44.39.86.33;;
751052135;;48.847844, 2.342488;prêt à domicile,reproduction,élaboration de bibliographies,catalogue en ligne,accès bases de données externes;http://catalogue.univ-paris1.fr;1 rue Victor Cousin;Paris;75231;Halphen;Bibliothèque Halphen;"[""UNIVERSITE PANTHEON-SORBONNE (PARIS)"", ""UNIVERSITE PARIS-SORBONNE""]";Bibliothèque ou institut universitaire;2;"Du lundi au vendredi : 9h-13h ; 14h-17h";Durant les vacances universitaires;aux étudiants à partir du niveau M1, aux enseignants de Paris 1 et de Paris 4;;Accès réservé;R;;https://lamop.univ-paris1.fr/menu-haut/documentation-et-ressources/bibliotheques/;01 40 46 28 30;"Histoire du Moyen-Age
Ouvrages rares : Ordonnances des rois de France, Italia sacra";"Le fonds de la bibliothèque comprend près de 10.000 ouvrages, dont des études et essais, collections de sources et de textes, des périodiques et des tirés à part. 
Sont déposés à la bibliothèque les thèses de doctorat et les mémoires de maîtrise soutenus depuis les années 1950 à la Sorbonne et depuis 1970 à l’université de Paris 1."
751135403;/06871/00213120;48.8892661, 2.3231766;catalogue en ligne;;134, rue Legendre;Paris;75017;;Centre National du Théatre;MINISTERE DE LA CULTURE;Bibliothèque ou centre de documentation spécialisé;3;Fermé actuellement, voir avec ARTCENA;;;Fusion avec HORSLESMURS pour création d'ARTCENA;Tous publics;T;;;;Les ressources documentaires du CnT étaient  issues de deux services : le centre de documentation et la vidéothèque. Le centre de documentation proposait des documents sur toutes les thématiques du théâtre contemporain et un important fonds de pièces de théâtre. La vidéothèque proposait un fonds audiovisuel (vidéos et DVD) sur le théâtre contemporain, consultable sur rendez-vous, qui comprend des pièces de théâtre (captation de spectacle et adaptation), des documentaires, des fictions et des magazines télévisés;Plus de 9000 ouvrages consultables sur place
751136203;/06871/00210814;48.8267223, 2.3662845;consultation sur place,prêt à domicile,catalogue en ligne,autre service;http://www.bibliotheques.paris.fr/;79 Rue Nationale;Paris;75013;;Bibliothèque Jean-Pierrre Melville;VILLE DE PARIS;Bibliothèque médiathèque municipale ou intercommunale;1;"Mardi, mercredi, vendredi, samedi : de 10h30 à 19h00

Jeudi de 13h00 à 19h00";;;Accès handicapés;Tous publics;T;01.45.83.15.93;http://www.bibliotheques.paris.fr/;01.53.82.76.76;"Spécialité : langues asiatiques : cambodgien, laotien, chinois, vietnamien méthodes d'apprentissage de ces langues. 
La bibliothèque comprend 6880 bandes dessinées, 3740 ouvrages en langue étrangère et 460 en gros caractères, 940 livres lus et 190 méthodes de langue.

 - La médiathèque abrite dans ses locaux un service de la mairie de Paris : 'Recherche d'emploi sur Internet'
01.45.83.04.92";"Volumétrie globale : 146620 volumes
Monographies (109600); Périodiques (189); Images animées (7900); Images animées (6480); Cassette audio (920); Cassette audio (24920); Diapositives (450)"
751125203;/06871/00212701;48.8485174, 2.3841908;consultation sur place,prêt à domicile,catalogue en ligne;http://pagesperso-orange.fr/apaf75/site_aumopro/doc/biblio_cata.htm;34, rue de Chaligny;Paris;75012;;Bibliothèque Dietrich Bonhoeffer;MINISTERE DE LA DEFENSE NATIONALE;Bibliothèque ou centre de documentation spécialisé;3;"mardi 11h30-17h30
jusqu'à 19h le premier mardi de chaque mois
sur rendez-vous";;Réservé : aumôniers, personnels civils et militaires du Ministère de la Défense;;Accès réservé;R;;http://pagesperso-orange.fr/apaf75/site_aumopro/doc/biblio_pres.htm;01.44.64.24.16;"Collection d'ouvrages théologiques et historiques, revues, dossiers documentaires, cédéroms, DVD, vidéos.
Thématiques spécifiques : christianisme, aumôneries aux armées et hôpitaux, les religions et la guerre, les relations entre les Etats et les religions.";
751152102;/06871/00211777;48.8339536, 2.2905298;consultation sur place,prêt à domicile,reproduction,renseignements bibliographiques,accès bases de données externes,autre service;;1, rue Lacretelle;Paris;75015;Université Paris 5. BU de STAPS;Université Paris Descartes-Bibliothèque des Sciences du sport;UNIVERSITE PARIS DESCARTES (PARIS);Bibliothèque ou institut universitaire;2;Lundi au vendredi : 9H-19H;Deux semaines à Noel̈ et au mois d'août;Etudiants, enseignants et chercheurs de l'Université Paris Descartes;;Accès réservé;R;01 56 56 12 12;http://www.bu.parisdescartes.fr;01 76 53 34 49;;
751065308;/06871/00213828;48.8543113, 2.3334068;consultation sur place;;4, place Saint-Germain-des-Prés;Paris;75006;SEIN;Société d'Encouragement pour l'Industrie Nationale. Bibliothèque;;Bibliothèque associative;5;Sur rendez-vous, et en précisant ses recherches, téléphoner au 01 45 44 33 92.;;;;Tous publics;T;;http://www.industrienationale.fr/le-fonds-historique/?PHPSESSID=cn2l6e8bnbp4b8qqc8qibeel76;01 44 39 20 50;"La bibliothèque conserve  tous les bulletins qui décrivent les inventions reçues et souvent présentées à l’Hôtel de l’Industrie. 

Du métier à tisser, en passant par des procédés de conservation alimentaire, des produits chimiques, des appareils photos et des outillages, tout ce qui a contribué aux prémices du développement industriel a été répertorié à l’Hôtel de l’Industrie.";
751055306;/06871/00213851;48.8493015, 2.3560992;consultation sur place,prêt à domicile,reproduction,renseignements bibliographiques,élaboration de bibliographies,accès bases de données externes,autre service;;1, rue des Fossés St. Bernard;Paris;75236;IMA Médiathèque Jeunesse;Institut du monde arabe. Médiathèque Jeunesse;FRANCE. MINISTERE DES AFFAIRES ETRANGERES;Bibliothèque ou centre de documentation spécialisé;3;"le mercredi et le samedi : 14h-18h ; vacances scolaires (zone C) : du mardi au samedi 14h-18h";"dimanche, lundi et jours fériés ; vacances d'été";"Jeunesse jusqu'à 12 ans ; professionnels et enseignants";;;;;http://www.imarabe.org/page-sous-section/decouvrir-la-mediatheque-jeunesse;01.40.51.38.85;Fonds original de littérature jeunesse sur le monde arabe en français, en arabe et en bilingue;
751065309;/06871/00213973;48.8574835, 2.3370785;consultation sur place,bibliothèque numérique;;23, quai de Conti;Paris;75006;;Académie des Sciences. Archives;;Archives;7;"La salle de consultation des archives est ouverte du lundi au vendredi de 9h30 à 17h00. 
En raison de fermetures exceptionnelles, il est préférable de téléphoner au 01 44 41 43 85.
Le vendredi, les documents doivent être demandés avant 12h.";;Les lecteurs doivent se munir d’une pièce d’identité pour obtenir un badge d’accès à l’entrée de l’Institut de France.;;Tous publics;T;;http://www.academie-sciences.fr/fr/Transmettre-les-connaissances/les-archives-de-l-academie-des-sciences.html;01 44 41 43 85;"Les archives de l'Académie conservent différentes catégories de documents qui remontent souvent à la création en 1666, des dossiers biographiques qui concernent tous les savants ayant appartenu à l'Académie, des fonds d'archives personnelles de scientifiques.
Elles conservent aussi des sources imprimées :
- édition au début du XXe siècle des registres des procès-verbaux des séances pour les années 1795 à 1835. Ces ouvrages numérisés sont consultables en ligne.
- de 1835 à 1965, les séances de l’Académie des sciences sont présentées dans les Comptes Rendus des séances hebdomadaires de l'Académie des sciences, périodique créé par François Arago.
- après 1965, le périodique se subdivise en plusieurs domaines. Le déroulement des séances et la vie académique sont résumés dans des registres de procès-verbaux des séances publiques et Comités secrets dont la rédaction n’a pas été interrompue. La quasi-intégralité de ces titres est consultable sur le site de Gallica.";
930076201;/06871/0026822;48.9440995, 2.4652899;consultation sur place,prêt à domicile,catalogue en ligne;http://mediatheque.ville-blanc-mesnil.fr/opacwebaloes/index.aspx;1-5, place de la Libération;Le Blanc Mesnil;93150;;Médiathèque Edouard Glissant;;Bibliothèque médiathèque municipale ou intercommunale;1;"mardi 14h-19h
mercredi 10h-18h
vendredi 14h-19h
samedi 10h-18h";;;;Tous publics;T;01.48.14.22.29;http://mediatheque.ville-blanc-mesnil.fr/opacwebaloes/index.aspx;01.48.14.22.06;Collection encyclopédique et multimédia de lecture publique;"Les trois équipements municipaux proposent des collections encyclopédiques et pluralistes, représentatives de la diversité de la création et des courants de pensée, soit :
130 000 livres 
210 titres de revues 
15 000 disques 
1 200 partitions 
12 000 vidéos 
1 800 cédéroms"
920336201;/06871/0027114;48.8449184, 2.1879557;consultation sur place,prêt à domicile,reproduction,réservation de documents,renseignements bibliographiques,élaboration de bibliographies;;2, rue de l'Eglise;Garches;92380;;Médiathèque Maurice Genevoix;;Bibliothèque médiathèque municipale ou intercommunale;1;"Du mardi au vendredi : 9h30-12h et 14h-18h
Samedi : 9h30-12h30 et 14h-17h30";;;Horaires réduits en juillet et août;Tous publics;T;01.47.95.67.00;http://www.ville-garches.fr/index.php?option=com_content&task=view&id=41&Itemid=68;01.47.41.67.6701.47.41.67.67 (prêt);Collection encyclopédique et multimédia de lecture publique;"Les bibliothèques et la médiathèque possèdent près de 60.000 livres et revues gardés en fonds, 5500 CD et 400 DVD (anciens films, documentaires, dernières nouveautés).

 En section « adultes » uniquement, des livres enregistrés sur cassettes audio et des ouvrages en gros caractères pour les malvoyants ; en section « enfants » des diapositives et des gravures."
