osm_type,osm_id,nom,adresse,rue,code_postal,ville,lat,lon,tags
way,260177830,Pavillon Appell,,,,,48.8200899,2.3354798,"{'building': 'dormitory', 'building:levels': '3', 'heritage': '3', 'heritage:operator': 'mhs', 'mhs:inscription_date': '1998-05-19', 'name': 'Pavillon Appell', 'ref:mhs': 'PA75140003', 'roof:levels': '1', 'roof:shape': 'many', 'source': 'Direction générale des finances publiques - année 2010;data.gouv.fr: Ministère de la Culture - 08/2011', 'source:heritage': 'data.gouv.fr:Ministère de la culture et de la communication - 05/2016', 'source:name': 'survey'}"
way,260177831,Fondation Deutsch de la Meurthe,,Boulevard Jourdan,,,48.8201319,2.334966,"{'addr:housenumber': '37', 'addr:street': 'Boulevard Jourdan', 'architect': 'Lucien Bechmann', 'architect:wikidata': 'Q1873368', 'architect:wikipedia': 'fr:Lucien Bechmann', 'building': 'dormitory', 'building:levels': '3', 'heritage': '3', 'heritage:operator': 'mhs', 'mhs:inscription_date': '1998-05-19', 'name': 'Fondation Deutsch de la Meurthe', 'opening_hours': 'Mo-Fr 08:30-19:30', 'phone': '+33 1 40 78 81 00', 'ref:mhs': 'PA75140003', 'roof:levels': '0', 'roof:shape': 'many', 'source': 'Direction générale des finances publiques - année 2010;data.gouv.fr: Ministère de la Culture - 08/2011', 'source:architect': 'data.gouv.fr:Ministère de la culture et de la communication - 05/2016', 'source:heritage': 'data.gouv.fr:Ministère de la culture et de la communication - 05/2016', 'website': 'https://www.ciup.fr/maisons/fondation-emile-et-louise-deutsch-de-la-meurthe/', 'wikidata': 'Q3075432', 'wikipedia': 'fr:Fondation Deutsch de la Meurthe'}"
way,260177832,Pavillon Gréard,,,,,48.8206174,2.335628,"{'building': 'dormitory', 'building:levels': '3', 'heritage': '3', 'heritage:operator': 'mhs', 'mhs:inscription_date': '1998-05-19', 'name': 'Pavillon Gréard', 'ref:mhs': 'PA75140003', 'roof:levels': '1', 'roof:shape': 'many', 'source': 'Direction générale des finances publiques - année 2010;data.gouv.fr: Ministère de la Culture - 08/2011', 'source:heritage': 'data.gouv.fr:Ministère de la culture et de la communication - 05/2016', 'source:name': 'survey'}"
way,260177833,Pavillon Pierre et Marie Curie,,,,,48.8202424,2.3359753,"{'building': 'dormitory', 'building:levels': '3', 'heritage': '3', 'heritage:operator': 'mhs', 'mhs:inscription_date': '1998-05-19', 'name': 'Pavillon Pierre et Marie Curie', 'name:etymology:wikidata': 'Q37463;Q7186', 'ref:mhs': 'PA75140003', 'roof:levels': '1', 'roof:shape': 'crosspitched'}"
way,260185584,Maison Heinrich Heine,,,,,48.8176216,2.3357302,"{'addr:housenumber': '27C', 'alt_name': ""Maison de l'Allemagne"", 'architect': 'Johannes Krahn;Paul Maitre', 'building': 'dormitory', 'building:levels': '5', 'name': 'Maison Heinrich Heine', 'name:etymology:wikidata': 'Q44403', 'opening_hours': 'Mo-Su 08:30-13:00,14:00-20:45,21:30-00:00', 'phone': '+33 1 44 16 13 00', 'roof:shape': 'flat', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014;survey 2015', 'start_date': '1956', 'website': 'https://www.ciup.fr/maisons/maison-heinrich-heine-fondation-de-lallemagne/'}"
way,260185586,Maison du Liban,,,,,48.8172694,2.3384719,"{'addr:housenumber': '9E', 'architect': 'Jean Vernon;Bruno Philippe', 'building': 'dormitory', 'building:levels': '1', 'name': 'Maison du Liban', 'name:etymology:wikidata': 'Q822', 'opening_hours': 'Mo-Fr 09:00-12:00,14:00-22:00; Sa 10:00-12:00,13:00-18:00,19:00-22:00; Su 11:00-13:00,14:00-20:00; PH off', 'phone': '+33 1 44 16 27 50', 'roof:levels': '0', 'roof:shape': 'flat', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014', 'start_date': '1965', 'website': 'https://www.ciup.fr/maisons/maison-du-liban/'}"
way,260196621,Fondation Hellénique,,,,,48.8206598,2.3323058,"{'addr:housenumber': '47B', 'architect': 'Nikolaos Zahos', 'building': 'dormitory', 'building:levels': '5', 'name': 'Fondation Hellénique', 'name:etymology:wikidata': 'Q41', 'roof:levels': '0', 'roof:shape': 'flat', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014', 'start_date': '1932', 'website': 'https://www.ciup.fr/maisons/fondation-hellenique/', 'wikidata': 'Q20669766'}"
way,260196624,Maison des étudiants arméniens,,,,,48.8215689,2.3312621,"{'addr:housenumber': '57', 'architect': 'Léon Nafilyan', 'building': 'dormitory', 'building:levels': '5', 'name': 'Maison des étudiants arméniens', 'name:etymology:wikidata': 'Q399', 'opening_hours': 'Mo-Fr 08:00-20:00', 'operator': 'Fondation Marie Nubar', 'phone': '+33 1 44 16 10 60', 'roof:levels': '1', 'roof:shape': 'gabled', 'start_date': '1930-12-16', 'website': 'https://www.ciup.fr/maisons/maison-des-etudiants-armeniens/', 'wikidata': 'Q3279969', 'wikipedia': 'fr:Maison des étudiants arméniens'}"
way,260204850,Maison des Étudiants de l'Asie du Sud-Est,,,,,48.8211376,2.3303416,"{'addr:housenumber': '59B', 'architect': 'Pierre Martin;Maurice Vieu', 'building': 'dormitory', 'building:levels': '6', 'name': ""Maison des Étudiants de l'Asie du Sud-Est"", 'name:etymology:wikidata': 'Q11708', 'opening_hours': 'Mo-Fr 08:00-20:00', 'phone': '+33 1 43 13 58 20', 'roof:levels': '1', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014', 'start_date': '1930', 'website': 'https://www.ciup.fr/maisons/maison-des-etudiants-de-lasie-du-sud-est/'}"
way,268731098,Résidence Andrée Chédid,,,,,48.8882775,2.3610703,"{'amenity': 'student_accommodation', 'building': 'dormitory', 'building:levels': '1', 'name': 'Résidence Andrée Chédid', 'operator': 'CROUS', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014'}"
way,268731100,Résidence Romy Schneider,,,,,48.8880235,2.3612895,"{'amenity': 'student_accommodation', 'building': 'dormitory', 'name': 'Résidence Romy Schneider', 'operator': 'CROUS', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2014'}"
way,288930020,HENEO - Residence Hautpoul,,,,,48.886623,2.3862751,"{'building': 'dormitory', 'building:levels': '1', 'name': 'HENEO - Residence Hautpoul', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre;mise à jour : 2013'}"
way,299297114,Résidence Universitaire Porte de Vanves,,,,,48.827091,2.3039214,"{'amenity': 'social_facility', 'building': 'dormitory', 'building:levels': '9', 'check_date': '2025-06-29', 'name': 'Résidence Universitaire Porte de Vanves', 'operator': 'CROUS de Paris', 'operator:wikidata': 'Q92754394', 'roof:levels': '0', 'social_facility': 'group_home', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2019', 'url': 'http://www.crous-paris.fr/logement/residence-porte-de-vanves/'}"
way,344267736,Bâtiment Montparnasse (internat),,,,,48.8443871,2.3273276,"{'building': 'dormitory', 'name': 'Bâtiment Montparnasse (internat)', 'operator': 'Collège Stanislas', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010'}"
way,377054371,Résidence universitaire Ourcq,,,,,48.8885767,2.3843729,"{'amenity': 'student_accommodation', 'building': 'dormitory', 'building:levels': '6', 'name': 'Résidence universitaire Ourcq', 'operator': 'CROUS Paris', 'source': 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015', 'source:name': 'survey', 'website': 'https://www.crous-paris.fr/logement/residence-ourcq/'}"
way,377054372,Résidence universitaire Thionville,,,,,48.8894052,2.3842013,"{'amenity': 'student_accommodation', 'building': 'dormitory', 'name': 'Résidence universitaire Thionville', 'operator': 'CROUS de Paris', 'source': 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2015', 'source:name': 'survey', 'website': 'https://www.crous-paris.fr/logement/residence-thionville-2/'}"
way,421483005,Résidence Universitaire Pajol,,,,,48.8850745,2.3603068,"{'building': 'dormitory', 'building:levels': '7', 'name': 'Résidence Universitaire Pajol', 'roof:levels': '0', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2016'}"
way,520743598,residence indochine CROUS,,Boulevard d'Indochine,75019,Paris,48.8853165,2.3971484,"{'addr:city': 'Paris', 'addr:housenumber': '18', 'addr:postcode': '75019', 'addr:street': ""Boulevard d'Indochine"", 'building': 'dormitory', 'building:levels': '6', 'name': 'residence indochine CROUS', 'smoking': 'no', 'source': 'cadastre-dgi-fr source : Direction Générale des Finances Publiques - Cadastre. Mise à jour : 2017'}"
way,565940019,Thompson Hall,,,,,33.6502773,-95.5283764,"{'building': 'dormitory', 'name': 'Thompson Hall'}"
way,566401300,Hatcher Hall,,,,,33.6515239,-95.5283858,"{'building': 'dormitory', 'name': 'Hatcher Hall'}"
way,631658185,Maison de l'Île-de-France,,,75014,,48.8171629,2.3375341,"{'addr:housenumber': '9D', 'addr:postcode': '75014', 'architect': 'ANMA', 'building': 'dormitory', 'building:flats': '142', 'building:levels': '9', 'building:material': 'metal', 'generator:method': 'photovoltaic', 'generator:output:electricity': 'small_installation', 'generator:solar:modules': '338', 'generator:source': 'solar', 'generator:type': 'solar_photovoltaic_panel', 'location': 'roof', 'name': ""Maison de l'Île-de-France"", 'name:etymology:wikidata': 'Q13917', 'opening_hours': 'Mo-Fr 08:00-20:00', 'phone': '+33 1 40 79 02 65;+33 1 40 79 02 66', 'power': 'generator', 'roof:colour': 'grey', 'roof:shape': 'flat', 'start_date': '2017', 'website': 'https://www.ciup.fr/maisons/maison-de-lile-de-france/'}"
way,665266830,Maison de la Corée,,,,,48.8171556,2.3404278,"{'addr:housenumber': '9G', 'architect': 'Pierre Boudon', 'building': 'dormitory', 'building:levels': '9', 'name': 'Maison de la Corée', 'name:etymology:wikidata': 'Q884', 'opening_hours': 'Mo-Fr 09:00-17:00; Sa,Su,PH off', 'phone': '+33 1 40 19 63 05', 'roof:levels': '0', 'source': 'BDOrtho IGN + local knowledge', 'start_date': '2017', 'website': 'https://www.ciup.fr/maisons/maison-de-la-coree/'}"
way,724294149,Résidence Julie-Victoire Daubié,,Boulevard Jourdan,75014,Paris,48.8186713,2.3333688,"{'addr:city': 'Paris', 'addr:housenumber': '27F', 'addr:postcode': '75014', 'addr:street': 'Boulevard Jourdan', 'building': 'dormitory', 'building:levels': '9', 'name': 'Résidence Julie-Victoire Daubié', 'name:etymology:wikidata': 'Q3189140', 'opening_hours': 'Mo, We,Th 11:00-20:00; Tu,Fr 09:00-17:00; Sa,Su off', 'phone': '+33 1 43 13 55 00', 'website': 'https://www.ciup.fr/residence-julie-victoire-daubie/'}"
way,859745357,Maison de Tunisie - Pavillon Habib Bourguiba,,,,Boulevard Jourdan,48.8190711,2.331817,"{'addr:city': 'Boulevard Jourdan', 'addr:housenumber': '45E', 'architect': 'Explorations Architecture;Lamine Ben Hibet', 'building': 'dormitory', 'building:levels': '7', 'fixme': 'voir passage des sentiers qui seront sans doute déplacés', 'name': 'Maison de Tunisie - Pavillon Habib Bourguiba', 'name:etymology:wikidata': 'Q643348', 'phone': '+33 1 87 03 01 73', 'roof:levels': '0', 'start_date': '2020-08', 'website': 'https://www.ciup.fr/maisons/pavillon-bourguiba/'}"
way,918803714,Résidence Universitaire Frères Flavien,,,,,48.8757659,2.4122615,"{'architect': 'Nicolas Reymond', 'building': 'dormitory', 'name': 'Résidence Universitaire Frères Flavien', 'operator': 'CROUS', 'roof:shape': 'flat', 'start_date': '2021'}"
way,954179936,Maison d'Égypte,,,,,48.8170319,2.3411209,"{'architect': 'Sam Architecture;Dar Arafa Architecture', 'building': 'dormitory', 'building:levels': '9', 'end_date': '2023-04', 'fixme': 'position et forme approximatives', 'name': ""Maison d'Égypte"", 'name:etymology:wikidata': 'Q79'}"
way,954179937,Fondation de Chine,,,,,48.819306,2.3307981,"{'architect': 'Coldefy;Atelier FCJZ', 'building': 'dormitory', 'building:levels': '9', 'end_date': '2022', 'fixme': 'dimensions et position approximatives', 'name': 'Fondation de Chine', 'name:etymology:wikidata': 'Q148'}"
way,954179938,Maison des étudiants de la francophonie,,,,,48.8196272,2.3300046,"{'addr:housenumber': '59E', 'architect': 'Baumschlager Eberle', 'building': 'dormitory', 'building:levels': '9', 'fixme': 'contour a préciser', 'name': 'Maison des étudiants de la francophonie', 'name:etymology:wikidata': 'Q1003588', 'opening_hours': 'Mo-Fr 07:00-20:00', 'phone': '+33 1 76 21 26 51', 'start_date': '2021-01', 'website': 'https://www.ciup.fr/maison-des-etudiants-de-la-francophonie/'}"
way,1006829307,studéa,,,,,48.8897089,2.3695202,"{'amenity': 'student_accommodation', 'building': 'dormitory', 'building:levels': '3', 'fixme': 'tracé approximatif', 'name': 'studéa', 'source': 'survey', 'website': 'https://www.nexity-studea.com/locations-etudiantes/paris/studea-paris-riquet-po0000322'}"
way,1232031361,Résidence étudiante Alice Guy,,,,,48.842014,2.4145788,"{'building': 'dormitory', 'building:levels': '8', 'name': 'Résidence étudiante Alice Guy', 'operator': 'Fac Habitat', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre ; mise à jour : 2023', 'source:name': 'survey'}"
way,1434001863,Résidence universitaire Francis de Croisset,,Rue Francis de Croisset,75018,Paris,48.9005645,2.3468304,"{'addr:city': 'Paris', 'addr:housenumber': '8', 'addr:postcode': '75018', 'addr:street': 'Rue Francis de Croisset', 'building': 'dormitory', 'name': 'Résidence universitaire Francis de Croisset', 'operator': 'Centre régional des œuvres universitaires et scolaires de Paris'}"
way,1451805860,Résidence étudiante Studéa - Jean Cocteau,,Avenue de la Porte des Poissonniers,75018,Paris,48.9007179,2.3523945,"{'addr:city': 'Paris', 'addr:housenumber': '50', 'addr:postcode': '75018', 'addr:street': 'Avenue de la Porte des Poissonniers', 'building': 'dormitory', 'name': 'Résidence étudiante Studéa - Jean Cocteau'}"
relation,1211460,Résidence étudiante Cîteaux,,,,,48.8468747,2.3801209,"{'architect': 'P. Leprince-Ringuet', 'architect:wikidata': 'Q3385936', 'architect:wikipedia': 'fr:Pierre Leprince-Ringuet', 'building': 'dormitory', 'building:levels': '6', 'name': 'Résidence étudiante Cîteaux', 'old_name': ""Maison des élèves de l'École Centrale des Arts et Manufactures"", 'operator': 'CROUS de Paris', 'roof:levels': '2', 'type': 'multipolygon'}"
relation,1212855,Résidence Bourdelle,,,,,48.8427227,2.3189449,"{'amenity': 'social_facility', 'building': 'dormitory', 'name': 'Résidence Bourdelle', 'old_name': 'Résidence Corrèze', 'operator': 'Hénéo', 'ref:FR:FINESS': '750051633', 'ref:FR:SIRET': '56211864600149', 'social_facility': 'group_home', 'social_facility:for': 'juvenile', 'source': 'cadastre-dgi-fr source : Direction Générale des Impôts - Cadastre. Mise à jour : 2010', 'source:name': 'survey', 'source:ref:FR:FINESS': 'data.gouv.fr:Ministère des Solidarités et de la Santé - 2022-09', 'type': 'multipolygon', 'type:FR:FINESS': '259'}"
relation,3491659,Maison des Provinces de France,,,,,48.8214129,2.3318454,"{'architect': 'Armand Guéritte', 'building': 'dormitory', 'building:levels': '6', 'building:material': 'brick', 'name': 'Maison des Provinces de France', 'roof:colour': 'grey', 'roof:levels': '2', 'roof:shape': 'hipped', 'start_date': '1933', 'type': 'multipolygon', 'website': 'https://www.ciup.fr/maisons/maison-des-provinces-de-france/'}"
relation,3491735,Collège Néerlandais,,,,,48.8216824,2.3306002,"{'architect': 'Willem Marinus Dudok', 'architect:wikidata': 'Q560756', 'architect:wikipedia': 'fr:Willem Marinus Dudok', 'building': 'dormitory', 'building:levels': '7', 'heritage': '2', 'heritage:operator': 'mhs', 'mhs:inscription_date': '2005-03-04', 'name': 'Collège Néerlandais', 'opening_hours': 'Mo-Fr 08:00-20:00', 'phone': '+33 1 44 16 74 30', 'ref:mhs': 'PA75140004', 'roof:levels': '0', 'roof:shape': 'flat', 'source:architect': 'data.gouv.fr:Ministère de la culture et de la communication - 05/2016', 'source:heritage': 'data.gouv.fr:Ministère de la culture et de la communication - 05/2016', 'start_date': '1938-12-02', 'type': 'multipolygon', 'website': 'https://www.ciup.fr/maisons/college-neerlandais/', 'wikidata': 'Q1903166', 'wikipedia': 'fr:Collège néerlandais'}"
relation,6926792,Maison du Cambodge,,,,,48.8173804,2.3363375,"{'addr:housenumber': '27B', 'architect': 'Alfred Audoul', 'building': 'dormitory', 'building:levels': '8', 'name': 'Maison du Cambodge', 'name:etymology:wikidata': 'Q424', 'opening_hours': 'Mo-Fr 08:00-20:00', 'phone': '+33 1 58 40 83 00;+33 1 58 40 83 02', 'roof:shape': 'flat', 'start_date': '1957', 'type': 'multipolygon', 'website': 'https://www.ciup.fr/maisons/maison-du-cambodge/'}"
