etablissement_id_paysage;uo_lib;nom_court;sigle;type_d_etablissement;typologie_d_universites_et_assimiles;secteur_d_etablissement;vague_contractuelle;localisation;url;coordonnees;uai;anciens_codes_uai;siret;siren;rna;identifiant_wikidata;element_wikidata;identifiant_idref;identifiant_eter;identifiant_ror;element_ror;identifiant_pic;identifiant_orgref;identifiant_isni;element_isni;element_fundref;date_creation;texte_de_ref_creation_lib;texte_de_ref_creation;com_code;com_nom;uucr_id;uucr_nom;dep_id;dep_nom;aca_id;aca_nom;reg_id;reg_nom;reg_id_old;reg_nom_old;mention_distribution;adresse_uai;lieu_dit_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai;pays_etranger_acheminement;numero_telephone_uai;statut_juridique_court;statut_juridique_long;compte_facebook;compte_twitter;compte_instagram;compte_flickr;compte_pinterest;flux_rss;compte_linkedin;compte_france_culture;compte_scribd;compte_scoopit;compte_tumblr;compte_youtube;compte_vimeo;compte_dailymotion;compte_github;wikipedia;wikipedia_en;scanr;hal;mooc;article;uo_lib_officiel;uo_lib_en;url_en;url_cn;url_es;url_de;url_it;universites_fusionnees;etablissement_experimental;champ_recherche;inscrits;inscrits_2010;inscrits_2011;inscrits_2012;inscrits_2013;inscrits_2014;inscrits_2015;inscrits_2016;inscrits_2017;inscrits_2018;inscrits_2019;inscrits_2020;inscrits_2021;inscrits_2022
CYH3t;École nationale supérieure d'architecture de Clermont-Ferrand;ENSACF;;École;;public;;Auvergne-Rhône-Alpes>Clermont-Ferrand>Puy-de-Dôme>Clermont-Ferrand;https://www.clermont-fd.archi.fr/;45.80157,3.10341;0631287G;;19631287000021;196312870;;Q3578176;https://www.wikidata.org/entity/Q3578176;029573238;FR0136;04dw8vw47;https://ror.org/04dw8vw47;;;0000 0004 0367 1416;http://www.isni.org/0000 0004 0367 1416;;;;;63113;Clermont-Ferrand;UU63701;Clermont-Ferrand;D063;Puy-de-Dôme;A06;Clermont-Ferrand;R84;Auvergne-Rhône-Alpes;R83;Auvergne;;85 rue du Docteur Bousquet;;;63100;Clermont-Ferrand;France;+33473347150;Autre établissement public national d'enseignement;Autre établissement public national d'enseignement;https://www.facebook.com/Ensacf;https://twitter.com/ENSACF;https://www.instagram.com/ensaclermontferrand/;;;;;;;;;https://www.youtube.com/channel/UCjKUoNrAyE83pGEyqDlb7Sg/videos;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/196312870;;;à l';;National architecture school at clermont ferrand;;;;;;;;"École nationale supérieure d'architecture de Clermont-Ferrand;ENSACF;National architecture school at clermont ferrand";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=CYH3t;;;;;;;;;;;;;
NgNNI;École nationale supérieure d'architecture de Paris-Belleville;ENSAPB;;École;;public;;Île-de-France>Paris>Paris 19e;https://www.paris-belleville.archi.fr/;48.87529688720956,2.3746132850646977;0751877H;;19751877200037;197518772;;Q3578187;https://www.wikidata.org/entity/Q3578187;028222954;FR0183;01hbq4r90;https://ror.org/01hbq4r90;;;0000 0001 1182 7351;http://www.isni.org/0000 0001 1182 7351;;1969;;;75119;Paris 19e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;60 boulevard de la Villette;;;75019;Paris;France;+33153385000;Autre établissement public national d'enseignement;Autre établissement public national d'enseignement;https://www.facebook.com/Ecole-nationale-sup%C3%A9rieure-darchitecture-de-Paris-Belleville-918926864869687/;;;;;;;;;;;;;;;;;;;;à l';;;;;;;;;;"École nationale supérieure d'architecture de Paris-Belleville;ENSAPB";;;;;;;;;;;;;;
59da6;École nationale supérieure des sciences de l'information et des bibliothèques;;ENSSIB;Grand établissement;;public;Vague A;Auvergne-Rhône-Alpes>Lyon>Rhône>Lyon>Villeurbanne;https://www.enssib.fr/;45.7803,4.86229;0692459Y;;19692459100015;196924591;;Q2791269;https://www.wikidata.org/entity/Q2791269;033064377;FR0162;059qr5h87;https://ror.org/059qr5h87;;47002437;0000 0001 2294 1061;http://www.isni.org/0000 0001 2294 1061;;1992-01-13;Décret no 92-25 du 9 janvier 1992 relatif à l'organisation de l'Ecole nationale supérieure des sciences de l'information et des bibliothèques;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000356825/;69266;Villeurbanne;UU00760;Lyon;D069;Rhône;A10;Lyon;R84;Auvergne-Rhône-Alpes;R82;Rhône-Alpes;;17/21 boulevard du 11 novembre 1918;;;69623;Villeurbanne CEDEX;France;+33472444343;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/enssib;https://twitter.com/enssib;https://www.instagram.com/enssib/;;;http://www.enssib.fr/s-abonner;https://www.linkedin.com/school/enssib/;;;;;https://www.youtube.com/channel/UCXhMceutX8o5btCySUlAxgg;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/196924591;https://hal-enssib.archives-ouvertes.fr;;à l';;;;;;;;;;"École nationale supérieure des sciences de l'information et des bibliothèques;ENSSIB";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=59da6;90;241;243;233;225;251;240;228;219.0;210.0;219.0;234.0;247.0
977ni;ICN Business School;;ICN;École;;privé;;Grand Est>Nancy-Metz>Meurthe-et-Moselle>Nancy;https://www.icn-artem.com/;48.67419,6.17029;0542455A;;"38139568000022;38139568000105";381395680;W543003821;Q3146547;https://www.wikidata.org/entity/Q3146547;240717511;;02f3ymk52;https://ror.org/02f3ymk52;;;;;;1905;;;54395;Nancy;UU54701;Nancy;D054;Meurthe-et-Moselle;A12;Nancy-Metz;R44;Grand Est;R41;Lorraine;;86 rue du Sergent Blandan;;;54003;Nancy;France;+33354502500;Association loi de 1901;Association loi de 1901;https://www.facebook.com/ICNBusinessSchool;https://twitter.com/icnbs;https://www.instagram.com/icnbs/;;;;https://www.linkedin.com/school/icn-business-school/;;;;;https://www.youtube.com/user/groupeicn;;;;;;;;;à l';;ICN Graduate Business School;https://www.icn-artem.com/en/;;;;;;;"ICN Business School;ICN Graduate Business School;ICN";;;;;;;;;;;;;;
G8QBG;Sciences Po Aix;IEP d'Aix-en-Provence;IEP Aix;Autre établissement;;public;Vague C;Provence-Alpes-Côte d'Azur>Aix-Marseille>Bouches-du-Rhône>Marseille-Aix-en-Provence>Aix-en-Provence;https://www.sciencespo-aix.fr/;43.53146,5.44663;0130221V;;19133346700014;191333467;;Q1139065;https://www.wikidata.org/entity/Q1139065;026386283;;0406m4x33;https://ror.org/0406m4x33;;;;;;1956-03-31;Décret du 27 mars 1956 Création, composition de l'Institut d'études politiques de l'Université d'Aix-Marseille;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000492723/;13001;Aix-en-Provence;UU00759;Marseille-Aix-en-Provence;D013;Bouches-du-Rhône;A02;Aix-Marseille;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;;25 rue Gaston de Saporta;;;13625;Aix-en-Provence CEDEX 1;France;+33442170160;EPA;Établissement public national à caractère administratif;https://www.facebook.com/SciencesPo.Aix;https://twitter.com/Sciences_Po_Aix;https://www.instagram.com/sciencespo_aix/;;;;;;;;;https://www.youtube.com/user/SciencesPoAix;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/191333467;;;à;Institut d'études politiques d'Aix-en-Provence;;https://www.sciencespo-aix.fr/en/;;;;;;;"Institut d'études politiques d'Aix-en-Provence;Sciences Po Aix;IEP d'Aix-en-Provence;IEP Aix";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=G8QBG;1838;1727;1678;1807;1841;1634;1587;1599;1514.0;1616.0;1581.0;1682.0;1696.0
C701f;Université de Toulon;Université Toulon;;Université;Université pluridisciplinaire hors santé;public;Vague C;Provence-Alpes-Côte d'Azur>Nice>Var>Toulon>La Garde;https://www.univ-tln.fr/;43.1369,6.01684;0830766G;;19830766200017;198307662;;Q1816857;https://www.wikidata.org/entity/Q1816857;031122337;FR0234;02m9kbe37;https://ror.org/02m9kbe37;996758324;13958165;0000 0000 8843 7055;http://www.isni.org/0000 0000 8843 7055;;1979-10-01;Décret n° 79-150 du 22 février 1979 portant transformation en université du centre universitaire de Toulon;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000336838;83062;La Garde;UU00757;Toulon;D083;Var;A23;Nice;R93;Provence-Alpes-Côte d'Azur;R93;Provence-Alpes-Côte d'Azur;;Avenue de l'Université;;CS 60584;83041;TOULON CEDEX 9;France;+33494142000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/pages/Universit%C3%A9-de-Toulon/155673624745?v=wall;https://twitter.com/univtoulon;https://www.instagram.com/univtoulon/;https://www.flickr.com/photos/univ-sud-toulon-var/;;http://www.univ-tln.fr/backend.php3;;https://www.franceculture.fr/conferences/universite-de-toulon;;;;https://www.youtube.com/user/univtoulon;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/198307662;https://hal-univ-tln.archives-ouvertes.fr/;;à l';;University of Toulon;https://www.univ-tln.fr/-University-of-Toulon-.html;;;;;;;"Université de Toulon;Université Toulon;University of Toulon";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=C701f;9103;9041;8591;8501;8545;8766;8987;9202;9531.0;10280.0;10749.0;10652.0;10010.0
hSppL;Audencia Business School;Audencia;;École;;privé;;Pays de la Loire>Nantes>Loire-Atlantique>Nantes;https://www.audencia.com/;47.20614754106199,-1.5749502182006836;0440112H;;"49178543200015;83474886500013";"491785432;834748865";;Q1968395;https://www.wikidata.org/entity/Q1968395;028222814;;000axn811;https://ror.org/000axn811;;;0000 0004 1798 339X;http://www.isni.org/0000 0004 1798 339X;;1900;;;44109;Nantes;UU44701;Nantes;D044;Loire-Atlantique;A17;Nantes;R52;Pays de la Loire;R52;Pays de la Loire;;4 rue Bisson;;BP90517;44105;Nantes CEDEX 4;France;+33240373434;SA à conseil d'administration;SA à conseil d'administration;https://www.facebook.com/Audencia;https://twitter.com/audencia;;;;;https://www.linkedin.com/school/audencia/;;;;;https://www.youtube.com/user/audenciatv;;;;;;;;;à;Audencia Nantes;;https://www.audencia.com/en;;;;;;;"Audencia Nantes;ESC Nantes;Audencia Business School;Audencia";;;;;;;;;;;;;;
jkHTu;Institut national du service public;;INSP;École;;public;;Grand Est>Strasbourg>Bas-Rhin>Strasbourg;https://www.insp.gouv.fr/;48.581336,7.737568;"0753463G;0672678X";0672678X;19753463900020;197534639;;Q109039648;https://www.wikidata.org/entity/Q109039648;259062340;;02nwrwa70;https://ror.org/02nwrwa70;;;;;;2021-12-03;Décret n° 2021-1556 du 1er décembre 2021 relatif à l'organisation et au fonctionnement de l'Institut national du service public;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000044394909/;67482;Strasbourg;UU67701;Strasbourg;D067;Bas-Rhin;A15;Strasbourg;R44;Grand Est;R42;Alsace;;1 Rue Sainte-Marguerite;;;67000;Strasbourg;France;+33388214444;EPA;Établissement public national à caractère administratif;https://www.facebook.com/insp.gouv.fr;https://twitter.com/INSP_Fr;;;;;https://www.linkedin.com/school/insp-institut-national-du-service-public/;;;;;https://www.youtube.com/channel/UCFaF0xJcTDYgKoeP_4mK7gg/;;;;;;;;;;;;;;;;;;;"Institut national du service public;INSP";;;;;;;;;;;;;;
jYUcF;Arts et Métiers Sciences et Technologies;Arts et Métiers;ENSAM;Grand établissement;;public;Vague D;Île-de-France>Paris>Paris 13e;https://artsetmetiers.fr/fr;48.83357,2.35831;0753237L;;19753472000010;197534720;;Q2570220;https://www.wikidata.org/entity/Q2570220;02637515X;FR0185;018pp1107;https://ror.org/018pp1107;;41325078;0000 0001 2194 6047;http://www.isni.org/0000 0001 2194 6047;;1780;;;75113;Paris 13e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;151 boulevard de l'hôpital;;;75013;Paris;France;+33144246299;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/AMParisTech;https://twitter.com/ArtsetMetiers_;https://www.instagram.com/artsetmetiers_ensam/;;;https://artsetmetiers.fr/fr/actualites.xml;https://www.linkedin.com/school/arts-et-m-tiers-paristech/;;;;;https://www.youtube.com/user/ARTSETMETIERSCOM;;;;;;;;https://www.fun-mooc.fr/universities/arts-et-metiers-paristech/;à;École nationale supérieure d'arts et métiers;Arts et Métiers Institut of Technology;https://artsetmetiers.fr/en;;;;;;;"École nationale supérieure d'arts et métiers;Arts et Métiers Sciences et Technologies;Arts et Métiers;ENSAM;Groupe Arts et Métiers Sciences et Technologies;Arts et Métiers Institut of Technology;Arts et Métiers Institute of technology";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=jYUcF;5286;5522;5635;5726;5703;5645;5742;5884;5925.0;6030.0;6055.0;5906.0;5830.0
wkykl;École nationale vétérinaire de Toulouse;;ENVT;École;;public;;Occitanie>Toulouse>Haute-Garonne>Toulouse;https://envt.fr/;43.6004,1.3819;0310153Y;;19310153200011;193101532;;Q3578275;https://www.wikidata.org/entity/Q3578275;034817670;FR0329;03m3gzv89;https://ror.org/03m3gzv89;;30157147;0000 0001 2164 3505;http://www.isni.org/0000 0001 2164 3505;;1825;;;31555;Toulouse;UU00758;Toulouse;D031;Haute-Garonne;A16;Toulouse;R76;Occitanie;R73;Midi-Pyrénées;;23 chemin des Capelles;;BP 87614;31076;Toulouse CEDEX 3;France;+33561193800;Autre établissement public national d'enseignement;Autre établissement public national d'enseignement;https://www.facebook.com/envtoulouse;;https://www.instagram.com/ecoleveterinairetoulouse/;;;;https://www.linkedin.com/school/ecole-nationale-v%C3%A9t%C3%A9rinaire-de-toulouse/;;;;;https://www.youtube.com/channel/UCLonaeS7qBIO9jDkSFpgT6g;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/193101532;;;à l';;;;;;;;;;"École nationale vétérinaire de Toulouse;ENVT";;;;;;;;;;;;;;
qjZCR;École pour l'informatique et les techniques avancées;EPITA;;École;;privé;Vague E;Île-de-France>Créteil>Val-de-Marne>Paris>Le Kremlin-Bicêtre;https://www.epita.fr/;48.815598,2.362943;0942095S;;"89819207500015;44322022300012";"898192075;443220223";;Q1702850;https://www.wikidata.org/entity/Q1702850;;;04r5ddq29;https://ror.org/04r5ddq29;;3609534;;;;1984;;;94043;Le Kremlin-Bicêtre;UU00851;Paris;D094;Val-de-Marne;A24;Créteil;R11;Île-de-France;R11;Île-de-France;;14 rue Voltaire;;;94276;LE KREMLIN BICETRE CEDEX;France;;SAS, société par actions simplifiée;SAS, société par actions simplifiée;https://www.facebook.com/epita/;https://twitter.com/epita;;;;;;;;;;https://www.youtube.com/c/EpitaOfficiel;;;;;;;;;à l';école pour l'informatique et les techniques avancées;;;;;;;;;"école pour l'informatique et les techniques avancées;École pour l'informatique et les techniques avancées;EPITA";;;;;;;;;;;;;;
WsNr7;École supérieure des technologies industrielles avancées;ESTIA;;École;;privé;Vague B;Nouvelle-Aquitaine>Bordeaux>Pyrénées-Atlantiques>Bayonne>Bidart;https://www.estia.fr/;43.44613,-1.55395;0641923T;;"82445767500059;82445767500018;18640005700102";"824457675;186400057";;Q3578510;https://www.wikidata.org/entity/Q3578510;086212435;FR0142;008kvxw43;https://ror.org/008kvxw43;914286305;;0000 0001 2175 9145;http://www.isni.org/0000 0001 2175 9145;;1996;;;64125;Bidart;UU00751;Bayonne;D064;Pyrénées-Atlantiques;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;90 allée Fauste d’Elhuyar;;;64210;Bidart;France;;Autre personne morale de droit privé;Autre personne morale de droit privé;https://www.facebook.com/ingenieurs.estia;;https://www.instagram.com/estia_officiel/;https://www.flickr.com/photos/63289952@N07/;;;https://www.linkedin.com/edu/school?id=373039&trk=edu-cp-title;;;;;https://www.youtube.com/user/ESTIAoffciel;;;;;;;;;à l';;ESTIA;https://www.estia.fr/en/;;;;;;;"École supérieure des technologies industrielles avancées;ESTIA";;;;;;;;;;;;;;
ylVkq;École supérieure d'ingénieurs Léonard-de-Vinci;ESILV;;École;;privé;Vague E;Île-de-France>Versailles>Hauts-de-Seine>Paris>Courbevoie;https://www.esilv.fr/;48.896387417065654,2.236399054527283;0922563L;;;;;Q3578408;https://www.wikidata.org/entity/Q3578408;;FR0259;04sgy3p75;https://ror.org/04sgy3p75;;8531748;;;;1994;;;92026;Courbevoie;UU00851;Paris;D092;Hauts-de-Seine;A25;Versailles;R11;Île-de-France;R11;Île-de-France;Pôle universitaire Léonard-de-Vinci;12 avenue Léonard de Vinci;;;92916;Paris La Défense CEDEX;France;+33141167172;Sans personnalité juridique - secteur privé;Sans personnalité juridique - secteur privé;https://www.facebook.com/ESILVparis/;https://twitter.com/esilvparis;;;;;https://www.linkedin.com/school/esilv---ecole-sup%C3%A9rieure-d'ing%C3%A9nieurs-l%C3%A9onard-de-vinci/;;;;;https://www.youtube.com/user/esilvparis;;;;;;;;;à l';;Leonardo da Vinci Engineering School;https://www.esilv.fr/en/;;;;;;;"École supérieure d'ingénieurs Léonard-de-Vinci;ESILV;Leonardo da Vinci Engineering School";;;;;;;;;;;;;;
S88MV;Bordeaux INP;;IPB;Grand établissement;;public;Vague B;Nouvelle-Aquitaine>Bordeaux>Gironde>Bordeaux>Talence;https://www.ipb.fr/fr;44.80572,-0.60506;0333232J;;13000635600013;130006356;;Q3152470;https://www.wikidata.org/entity/Q3152470;175330263;FR0050;054qv7y42;https://ror.org/054qv7y42;991798035;;0000 0004 1781 203X;http://www.isni.org/0000 0004 1781 203X;;2009-04-01;Décret n° 2009-329 du 25 mars 2009 créant l'Institut polytechnique de Bordeaux;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000020439985/;33522;Talence;UU33701;Bordeaux;D033;Gironde;A04;Bordeaux;R75;Nouvelle-Aquitaine;R72;Aquitaine;;Avenue des facultés;;;33405;Talence;France;+33556846100;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/groupeIPB;https://twitter.com/BordeauxINP;;;;;https://www.linkedin.com/company/bordeaux-inp/;;;;;https://www.youtube.com/channel/UC2VTc_rkLDHotYeUrXUWWbg;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130006356;;;à;Institut polytechnique de Bordeaux;;https://www.bordeaux-inp.fr/en;;;;;;;"Institut polytechnique de Bordeaux;Bordeaux INP;IPB";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=S88MV;1893;2056;2196;2331;2371;2347;2385;2466;2448.0;2584.0;2567.0;2622.0;2612.0
l9qwd;Université Bourgogne Europe;;UBE;Université;Université pluridisciplinaire avec santé;public;Vague C;Bourgogne-Franche-Comté>Dijon>Côte-d'Or>Dijon;https://www.ube.fr/;47.31326427033337,5.068940520286561;0212296G;0211237F;93823061200013;938230612;;Q287072;https://www.wikidata.org/entity/Q287072;;;00g700j37;https://ror.org/00g700j37;;;;;;2024-12-06;Décret n° 2024-1157 du 4 décembre 2024 portant création de l'Université Bourgogne Europe et approbation de ses statuts;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000050733030;21231;Dijon;UU21701;Dijon;D021;Côte-d'Or;A07;Dijon;R27;Bourgogne-Franche-Comté;R26;Bourgogne;Maison de l'université;Esplanade Erasme;;BP 27877;21078;Dijon CEDEX;France;+33380395000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;;;;;;;;;;;;;;;;;;;;;;Université Bourgogne Europe;University of Burgundy Europe;;;;;;;Oui;"Université Bourgogne Europe;University of Burgundy Europe;UBE";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=l9qwd;;;;;;;;;;;;;
NLCOF;Université de Corse Pasquale Paoli;Université Corse;;Université;Université pluridisciplinaire avec santé;public;Vague C;Corse>Haute-Corse>Corte;https://www.universita.corsica/fr/;42.30048,9.15328;7200664J;;"19202664900264;19202664900017";192026649;;Q335841;https://www.wikidata.org/entity/Q335841;029473284;FR0281;050ra0n32;https://ror.org/050ra0n32;949486732;13398546;0000 0001 2177 0037;http://www.isni.org/0000 0001 2177 0037;;1975-12-01;Décret n° 75-1027 du 6 novembre 1975 portant création de l'université de Corse;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000500642/;2B096;Corte;UU2B202;Corte;D02B;Haute-Corse;A27;Corse;R94;Corse;R94;Corse;Bâtiment Jean-Toussaint Desanti;Avenue du 9 septembre;;;20250;Corte;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univcorse;https://twitter.com/univcorse;https://www.instagram.com/univcorse/;;;https://www.universita.corsica/fr/flux-rss/;;https://www.franceculture.fr/conferences/universite-de-corse-pasquale-paoli;;;;https://www.youtube.com/c/univcorse;;https://www.dailymotion.com/univcorse;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/192026649;;;à l';Université de Corse;University of Corsica Pasquale Paoli;https://www.universita.corsica/en/;;;;https://www.universita.corsica/it/;;;"Université de Corse;Université de Corse Pasquale Paoli;Université Corse;University of Corsica Pasquale Paoli";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=NLCOF;3801;3719;3757;3959;3993;3982;3986;4139;4181.0;4274.0;4392.0;4475.0;4130.0
Z2FY5;Université de la Nouvelle-Calédonie;;UNC;Université;Université pluridisciplinaire hors santé;public;Vague C;Collectivités d'outre-mer>Nouvelle-Calédonie>Nouméa;https://unc.nc/;-22.26238,166.404073;9830445S;9840303G;13000322100012;130003221;;Q734332;https://www.wikidata.org/entity/Q734332;060121076;FR0285;02jrgcx64;https://ror.org/02jrgcx64;945101653;13955095;0000 0004 0647 1452;http://www.isni.org/0000 0004 0647 1452;;1999-06-02;Décret no 99-445 du 31 mai 1999 portant création de l'université de la Polynésie française et de l'université de la Nouvelle-Calédonie;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000394929/;98818;Nouméa;TOM98818;Nouméa;D988;Nouvelle-Calédonie;A40;Nouvelle-Calédonie;R00;Collectivités d'outre-mer;R00;Collectivités d'outre-mer;Campus de Nouville;145 Avenue James Cook;;BP R4;98800;Nouméa;France;;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/univ.nc;https://twitter.com/unc_nc;;;;http://www.univ-nc.nc/feed;https://www.linkedin.com/school/univ-nc/;;;;;https://www.youtube.com/channel/UCGXEo8l_Vi36XCgNZap-tCw;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/130003221;;;à l';Université de la Nouvelle-Calédonie;University of New Caledonia;https://unc.nc/en/;;;;;;;"Université de la Nouvelle-Calédonie;University of New Caledonia;UNC";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=Z2FY5;2528;2392;2481;2618;2854;2854;2966;3098;3009.0;3260.0;3611.0;3621.0;3436.0
RN4E6;Université Évry Paris-Saclay;;;Université;Université pluridisciplinaire hors santé;public;Vague E;Île-de-France>Versailles>Essonne>Paris>Évry-Courcouronnes;https://www.univ-evry.fr/accueil.html;48.62425,2.42738;0911975C;;19911975100014;199119751;;Q1531014;https://www.wikidata.org/entity/Q1531014;030820529;FR0249;00e96v939;https://ror.org/00e96v939;999850296;5620618;0000 0001 2180 5818;http://www.isni.org/0000 0001 2180 5818;;1991-07-26;Décret no 91-707 du 22 juillet 1991 portant création et organisation provisoire de l'université d'Evry-Val d'Essonne;https://www.legifrance.gouv.fr/jorf/id/JORFTEXT000000539149/;91228;Évry-Courcouronnes;UU00851;Paris;D091;Essonne;A25;Versailles;R11;Île-de-France;R11;Île-de-France;;Boulevard François Mitterrand;;;91000;Évry-Courcouronnes;France;+33169477000;EPSCP;Établissement public à caractère scientifique, culturel et professionnel;https://www.facebook.com/pages/Universit%C3%A9-dEvry-Val-dEssonne/3922258983;https://twitter.com/UnivEvry;https://www.instagram.com/univevry/;;;;https://www.linkedin.com/school/univevry/;;;;;https://www.youtube.com/c/Universit%C3%A9dEvryValdEssonneOfficiel;;;;;;https://scanr.enseignementsup-recherche.gouv.fr/entite/199119751;https://hal-univ-evry.archives-ouvertes.fr/;https://www.fun-mooc.fr/universities/universite-devry-val-dessonne/;à l';;;;;;;;;;"Université d'Évry-Val d'Essonne;Université Évry Paris-Saclay;Université d'Évry-Val-d'Essonne;University of Évry Val d'Essonne;UEVE";https://data.enseignementsup-recherche.gouv.fr/explore/dataset/fr-esr-statistiques-sur-les-effectifs-d-etudiants-inscrits-par-etablissement-hcp/table/?sort=-annee_universitaire&refine.etablissement_id_paysage=RN4E6;9443;9539;9270;8780;9044;9691;8493;8877;9238.0;9461.0;7116.0;6958.0;6328.0
Hq9dm;École nationale supérieure de création industrielle - Les Ateliers;Ensci-Les Ateliers;;École;;public;;Île-de-France>Paris>Paris 8e;https://www.ensci.com/;48.8584,2.36934;0754585B;;33111876000015;331118760;;Q870925;https://www.wikidata.org/entity/Q870925;026578603;FR0211;056atnc19;https://ror.org/056atnc19;;;0000 0001 2203 4373;http://www.isni.org/0000 0001 2203 4373;;1982-11-08;;;75108;Paris 8e;UU00851;Paris;D075;Paris;A01;Paris;R11;Île-de-France;R11;Île-de-France;;48  RUE SAINT SABIN;;;75011;PARIS;France;;Établissement public national à caractère industriel ou commercial doté d'un comptable public;Établissement public national à caractère industriel ou commercial doté d'un comptable public;https://www.facebook.com/ENSCILesAteliers/;;https://www.instagram.com/ensci_les_ateliers_paris/;;https://www.pinterest.fr/ensciateliers/;;https://fr.linkedin.com/school/ensci/;;;;;https://www.youtube.com/channel/UCYiskhRQ7R_fgMugNU7yHtQ;https://vimeo.com/enscilesateliers;;;;;;;;à l';;French national institute for advanced studies in industrial design;https://www.ensci.com/en/;;;;;;;"École nationale supérieure de création industrielle - Les Ateliers;Ensci-Les Ateliers;French national institute for advanced studies in industrial design";;;;;;;;;;;;;;
